diprsimi   F	  74824	     27	  195.3	  94064	-3.1649	  3.0016e-01 -8.4245e+01  1.6825e+02  1.0617e+01 -5.6436e+01  2.1363e+02  2.2731e+00  3.9731e-01  1.4241e+02  8.8852e+02  8.7853e-01  5.4497e-05  1.0897e+06  1.0898e+06
diroimmi   F	  84853	     23	  235.1	   4968	-2.8431	  5.6146e-01  3.1324e+01  1.1227e+02  1.2466e+00 -3.0909e+03  3.3284e+03  3.0000e+01  7.7521e-05  1.1104e+06  1.1105e+06
discpseu   F	   7805	     18	   92.2	   3375	-2.0726	  9.4343e-01  3.9280e+01  4.6379e+01  3.0434e+00  1.0259e+01  9.1824e+01  6.6103e-01  7.3142e-04  7.4442e+04  7.4491e+04
dissacic   F	  14453	     23	   65.7	    931	-2.0706	  7.0591e-01  3.7718e+01  2.0558e+01  2.3780e+00 -1.6414e+01  1.0142e+02  1.8275e+00  4.8037e-04  1.3788e+05  1.3793e+05
disseleg   F	  66615	     16	  507.5	  57820	-3.4383	  4.0120e-02  3.1410e+01  5.3769e+01  1.0477e+01  4.0092e+01  6.2032e+01  2.5463e+00  2.2374e-01 -1.0334e+02  6.6318e+02  1.1161e+00  4.4224e-05  1.0555e+06  1.0556e+06
ditydest   F	 109090	     23	  163.1	   3857	-2.7065	  3.3547e-01 -6.5081e+01  1.1265e+02  2.6768e+01 -2.0627e+02  2.9041e+02  8.0654e+00  1.2885e-01 -7.5764e+01  3.6273e+02  1.9591e+00  1.2168e-04  1.3599e+06  1.3600e+06
diurnoxi   F	 108773	     28	  256.5	 166032	-3.3167	  4.2490e-01  3.9033e+01  3.0505e+01  2.2618e+00 -3.7066e+01  5.2009e+02  9.1396e-01  4.2019e-01  5.5542e+01  2.2005e+03  9.2253e-01  2.9620e-05  1.6595e+06  1.6596e+06
diutrugo   F	    146	     59	  193.0	    inf	-2.7988	  5.4484e-01  5.0753e+01  2.9890e+01  1.1313e+00 -7.7029e+01  3.9692e+02  2.5557e+00  6.3886e-03  1.8890e+03  1.9099e+03
dorchope   F	  44376	     16	   82.5	 389811	-2.9876	  4.6989e-01 -8.0675e+01  1.3486e+02  3.0000e+01 -1.2001e+03  1.3474e+03  1.2727e+01  2.2617e-01 -4.7864e+02  2.9613e+03  8.3976e-01  1.1010e-04  6.1759e+05  6.1769e+05
dorcpara   F	  34358	     16	   64.4	  96099	-2.6963	  5.3294e-01 -7.7794e+01  1.3173e+02  2.9999e+01 -1.8550e+03  1.9987e+03  2.2057e+01  2.2360e-01 -2.5853e+02  1.7948e+03  9.7288e-01  1.5575e-04  4.2694e+05  4.2703e+05
doryexci   F	 248256	     28	  263.2	  44886	-3.2036	  4.5391e-01  4.2993e+01  3.3580e+01  2.1861e+00 -1.4075e+02  8.6694e+02  1.1870e+00  7.2129e-05  3.6589e+06  3.6590e+06
dothsept   F	  19012	     23	   58.3	   1444	-1.9772	  6.2723e-01  2.2326e+01  3.0260e+01  6.5855e+00 -9.1683e+01  1.7224e+02  4.0146e+00  3.4445e-01 -2.6299e+02  6.2680e+02  1.6474e+00  3.2817e-04  1.7364e+05  1.7372e+05
dothsymp   F	  23511	     23	   55.4	    616	-1.8365	  7.2651e-01  3.1970e+01  1.9028e+01  4.2739e+00 -2.0146e+01  1.0463e+02  2.2129e+00  5.0400e-04  1.9885e+05  1.9891e+05
dracmedi   F	  70819	     23	  205.3	   3254	-2.8818	  3.7258e-01  3.1744e+01  7.1436e+01  1.5627e+00 -1.5065e+02  3.7429e+02  2.2845e+00  9.0054e-05  9.4004e+05  9.4011e+05
drecconi   F	  13772	     23	   67.9	    877	-2.0637	  7.4288e-01  8.6319e+00  5.0824e+01  5.0506e+00 -1.9375e+01  1.1763e+02  1.9355e+00  6.1435e-04  1.3092e+05  1.3097e+05
drecsten   F	  14278	     23	   70.5	    534	-1.9398	  9.1903e-01  3.1196e+01  3.3259e+01  2.9204e+00 -4.2484e+01  1.5243e+02  2.1235e+00  5.6239e-04  1.2756e+05  1.2761e+05
dreipoly   F	 328806	     16	 1011.9	 133253	-3.7874	  2.1784e-09  5.1780e+01  3.3531e+01  3.8693e-01 -6.1978e+01  7.2964e+02  1.0169e+00  1.8937e-05  5.7261e+06  5.7262e+06
dreirost   F	 178502	     16	  792.4	  28470	-3.5778	  1.8256e-03  5.7862e+01  6.3543e+01  6.8097e+00 -2.0537e+02  7.8332e+02  1.4705e+00  2.6077e-05  2.9433e+06  2.9434e+06
dreparcu   F	  51427	     16	  537.8	  38089	-3.4795	  5.9914e-02  3.4312e+01  4.2778e+01  5.6328e+00 -1.1497e+02  5.3245e+02  1.2248e+00  9.4009e-01 -3.0708e+03  4.5711e+03  1.8134e+00  8.6300e-05  8.2643e+05  8.2652e+05
drepbrun   F	  24414	     17	   65.9	    988	-2.2151	  4.4813e-01  3.6585e+01  1.4673e+01  2.8175e+00 -6.1641e+01  1.4066e+02  3.5297e+00  4.8273e-01 -1.0825e+02  4.5632e+02  3.0535e+00  3.8704e-04  2.4910e+05  2.4919e+05
dromglir   F	 206601	     18	 1866.2	 396149	-4.1008	  1.9196e-01  6.7155e+01  9.9153e+01  6.9470e-01 -1.9906e+02  1.7876e+03  9.6476e-01  1.5185e-05  3.8956e+06  3.8956e+06
dromnova   F	 175044	     30	 1096.4	 129335	-3.8275	  9.3869e-02  5.4747e+01  4.5243e+01  1.4524e+00 -7.9820e+01  9.6188e+02  1.0602e+00  1.7204e-05  3.0845e+06  3.0845e+06
drosalbo   F	  55377	     16	   85.0	  81371	-2.8960	  4.7774e-01 -1.0057e+01  6.9789e+01  1.2197e+01 -5.5424e+00  1.1262e+02  1.7575e+00  1.5263e-01 -9.5163e+01  1.0607e+03  9.8971e-01  8.4257e-05  7.3777e+05  7.3786e+05
drosanan   F	  59548	     30	   77.5	  77797	-2.8344	  4.8900e-01 -9.5754e+01  1.5376e+02  3.0000e+01  2.1901e+01  1.4404e+02  8.8573e-01  2.9679e-01 -2.7887e+02  1.9272e+03  1.0816e+00  9.0258e-05  7.7581e+05  7.7591e+05
drosariz   F	  46616	     28	   80.3	  65841	-2.8326	  5.0713e-01  1.3974e+01  4.7024e+01  7.2375e+00 -1.7830e+00  1.2208e+02  1.3188e+00  1.9868e-01 -1.2643e+02  1.2430e+03  1.0263e+00  8.6873e-05  6.0787e+05  6.0797e+05
drosbiar   F	  57957	     16	  120.6	 121217	-2.9810	  3.5379e-01 -7.8010e+01  1.3640e+02  2.9365e+01  4.3255e+01  3.3939e+01  8.0160e-01  2.2197e-01 -5.8459e+01  7.1190e+02  8.7591e-01  6.9465e-05  7.9456e+05  7.9466e+05
drosbipe   F	  54165	     30	   71.9	  56360	-2.7446	  5.2219e-01 -9.3450e+01  1.5138e+02  3.0000e+01  4.1964e+00  1.9752e+02  1.0084e+00  3.2486e-01  1.4996e+02  1.9949e+03  1.0939e+00  1.1097e-04  6.8269e+05  6.8279e+05
drosbusc   F	  51696	     29	   69.1	  61870	-2.6797	  5.5332e-01 -9.3611e+01  1.5116e+02  2.8886e+01  1.4882e+01  2.0341e+02  8.7570e-01  3.2853e-01  1.4866e+02  1.9942e+03  1.0859e+00  1.1095e-04  6.3517e+05  6.3527e+05
droseleg   F	  55845	     30	  182.9	 102777	-3.0449	  3.9160e-01 -2.8393e+01  8.7669e+01  1.5383e+01  5.8972e+00  1.1313e+02  1.4871e+00  1.8148e-01  1.0498e+02  6.5700e+02  8.7947e-01  6.6894e-05  7.8214e+05  7.8223e+05
droserce   F	   9975	     17	   65.2	 465031	-2.5205	  6.3977e-01 -9.4774e+01  1.5310e+02  3.0000e+01 -1.9683e+01  1.8356e+02  1.3488e+00  2.1481e-01  1.7221e+02  2.0374e+03  6.1765e-01  2.7250e-04  1.1535e+05  1.1543e+05
droserec   F	  54711	     30	   93.6	  49228	-2.8727	  4.5797e-01 -1.1293e+02  1.7172e+02  3.0000e+01  1.6708e+01  1.7163e+02  9.3988e-01  3.7006e-01 -4.0985e+02  2.2243e+03  1.2809e+00  8.9978e-05  7.2230e+05  7.2240e+05
droseugr   F	  54916	     30	   86.6	  66675	-2.9192	  4.4416e-01 -1.1263e+02  1.7174e+02  3.0000e+01  2.5872e+01  1.5861e+02  8.6411e-01  3.7281e-01 -4.0484e+02  2.2307e+03  1.2065e+00  1.6812e-04  7.1767e+05  7.1777e+05
drosficu   F	  55289	     30	  113.1	  66675	-2.9192	  4.4416e-01 -1.1263e+02  1.7174e+02  3.0000e+01  2.5872e+01  1.5861e+02  8.6411e-01  3.7281e-01 -4.0484e+02  2.2307e+03  1.2065e+00  1.1247e-04  7.4133e+05  7.4143e+05
drosgrim   F	  51000	     28	   98.6	  57357	-2.9108	  4.6967e-01  1.8834e-01  6.1990e+01  8.4967e+00  6.8433e+00  1.6986e+02  1.0713e+00  2.8392e-01 -1.3615e+02  1.2641e+03  1.0494e+00  7.0697e-05  6.8310e+05  6.8319e+05
drosguan   F	  51878	     28	   72.0	  52446	-2.7162	  5.5406e-01 -1.2341e+02  1.8350e+02  3.0000e+01  7.6432e+00  1.4188e+02  1.0361e+00  2.1990e-01 -2.2762e+02  1.5803e+03  1.1128e+00  9.2326e-05  6.4820e+05  6.4830e+05
drosgunu   F	  58743	     29	  205.7	 110658	-3.0800	  3.7716e-01 -1.1817e+01  7.0827e+01  1.2819e+01 -5.8411e+01  1.5416e+02  3.3238e+00  1.3429e-01  8.0950e+01  6.1182e+02  8.8067e-01  7.0242e-05  8.3276e+05  8.3286e+05
droshyde   F	  53662	     28	   81.0	  67489	-2.8431	  4.8496e-01 -8.9043e+00  6.8631e+01  1.1658e+01  2.6016e+01  8.9804e+01  1.0691e+00  1.9850e-01 -1.5858e+02  1.1514e+03  1.0248e+00  7.1681e-05  7.0248e+05  7.0258e+05
drosinnu   F	  51081	     28	  111.0	  65679	-2.9490	  4.3548e-01 -7.6838e+01  1.3692e+02  2.3573e+01 -3.5679e+01  1.3864e+02  2.4290e+00  1.5289e-01  3.0320e+01  7.7686e+02  9.9274e-01  6.5554e-05  6.9332e+05  6.9342e+05
droskikk   F	  54861	     30	   83.0	  66934	-2.8487	  4.6354e-01 -1.0130e+02  1.6068e+02  2.8816e+01  3.0070e+01  1.0041e+02  9.2763e-01  2.8466e-01 -2.5306e+02  1.5609e+03  1.0785e+00  7.9311e-05  7.1912e+05  7.1922e+05
drosmale   F	  14978	     16	   65.9	 340785	-2.7680	  5.9166e-01 -8.0304e+01  1.3833e+02  3.0000e+01 -7.7698e+01  2.0850e+02  2.4213e+00  1.6475e-01  2.0094e+02  2.0257e+03  5.0116e-01  1.9772e-04  1.9055e+05  1.9064e+05
drosmaur   F	  54679	     26	   83.8	  51854	-2.0299	  4.7998e-01 -1.1267e+02  1.7152e+02  3.0000e+01  1.6474e+01  1.6654e+02  9.5454e-01  3.5185e-01 -3.8406e+02  2.2100e+03  1.2177e+00  9.5913e-05  7.0986e+05  7.0995e+05
drosmela   F	  59649	     16	  103.4	  68617	-2.9390	  4.3263e-01 -1.1280e+02  1.7191e+02  3.0000e+01  2.5082e+01  1.5021e+02  8.7421e-01  3.6393e-01 -5.2955e+02  2.2075e+03  1.1958e+00  7.5437e-05  8.0615e+05  8.0625e+05
drosmeri   F	  12811	     21	   64.2	  55601	-2.3396	  6.7732e-01 -9.2019e+01  1.5014e+02  3.0000e+01  9.3559e+00  1.7359e+02  1.0027e+00  2.3770e-01  2.0993e+02  1.9551e+03  8.8666e-01  2.5015e-04  1.3765e+05  1.3773e+05
drosmira   F	  78046	     17	   72.6	  72120	-2.6703	  6.1298e-01  1.6455e+00  5.9562e+01  8.5000e+00 -2.5588e+00  3.2577e+02  8.5143e-01  3.1329e-01  8.5146e+02  2.0603e+03  1.0349e+00  9.6233e-05  9.5811e+05  9.5822e+05
drosmoja   F	  57228	     28	   89.7	  83617	-2.9335	  4.8811e-01  8.9020e+00  5.2236e+01  7.6482e+00  1.0815e+01  1.3879e+02  1.1133e+00  2.1609e-01 -1.6264e+02  1.5080e+03  1.0224e+00  7.2567e-05  7.7240e+05  7.7250e+05
drosmont   F	  56038	     28	   83.9	 107032	-2.9067	  4.6692e-01 -1.2326e+01  7.2488e+01  1.2101e+01  3.0183e+01  6.5215e+01  1.1016e+00  1.6878e-01 -9.9516e+01  1.0466e+03  9.2718e-01  7.0586e-05  7.4945e+05  7.4955e+05
drosnasu   F	  57585	     30	   84.0	  87843	-2.8949	  4.8297e-01 -1.3762e+01  7.3444e+01  1.2692e+01  2.6506e+00  1.0685e+02  1.6144e+00  1.5142e-01 -8.9032e+01  1.0724e+03  9.7257e-01  7.5246e-05  7.6694e+05  7.6704e+05
drosnavo   F	  47350	     28	   78.8	  52405	-2.8006	  5.0999e-01 -9.6689e+00  7.0725e+01  1.0944e+01 -5.4759e+00  1.2866e+02  1.3594e+00  2.1149e-01 -1.5419e+02  1.2781e+03  1.0825e+00  7.6373e-05  6.1027e+05  6.1037e+05
drosnova   F	  52761	     30	   78.7	  74311	-2.8214	  5.0373e-01 -3.1474e+01  9.1453e+01  1.5040e+01 -4.7491e+00  1.1012e+02  1.8306e+00  1.4862e-01 -6.9647e+01  9.3212e+02  9.6694e-01  7.3203e-05  6.8485e+05  6.8495e+05
drosobsc   F	  59751	     30	   77.8	  70979	-2.7774	  5.7019e-01 -1.6803e+02  2.3044e+02  2.9995e+01 -3.8107e+02  4.9687e+02  1.1919e+01  8.7162e-02 -1.6845e+02  1.0552e+03  1.0021e+00  5.8905e-05  7.6601e+05  7.6611e+05
drospers   F	  52764	     16	   72.7	  51811	-2.6708	  5.8660e-01 -5.5485e+01  1.1659e+02  1.7407e+01  1.0488e+01  1.5097e+02  1.0089e+00  2.1848e-01 -2.6495e+02  1.8001e+03  1.1235e+00  7.8649e-05  6.4845e+05  6.4854e+05
drospseu   F	  61438	     28	   76.6	  67147	-2.8014	  5.5109e-01 -1.2443e+01  7.3529e+01  1.0478e+01  1.0089e+01  1.7667e+02  9.6126e-01  2.3832e-01 -2.6688e+02  1.9674e+03  1.1041e+00  7.6380e-05  7.9158e+05  7.9168e+05
drosrhop   F	  55422	     30	  144.1	  72598	-2.9891	  4.1970e-01 -1.0333e+02  1.6188e+02  2.9925e+01  1.4129e-01  2.8228e+02  9.1576e-01  4.5642e-01 -4.3871e+02  2.3537e+03  1.1740e+00  9.3709e-05  7.6194e+05  7.6204e+05
drossant   F	  56485	     30	   86.8	  61682	-2.8563	  4.6654e-01 -1.1242e+02  1.7137e+02  3.0000e+01  2.0995e+01  1.5691e+02  8.9623e-01  3.6137e-01 -3.7180e+02  2.1815e+03  1.1786e+00  7.8898e-05  7.4193e+05  7.4203e+05
drossech   F	  56662	     31	   84.7	  50288	-2.8321	  4.7492e-01 -1.1228e+02  1.7107e+02  3.0000e+01  1.9030e+01  1.6241e+02  9.3006e-01  3.5715e-01 -4.1708e+02  2.2245e+03  1.2556e+00  8.8574e-05  7.3726e+05  7.3736e+05
drosserr   F	  52482	     16	   76.9	  71456	-2.7977	  5.0111e-01 -8.7538e+00  6.8309e+01  1.1985e+01  8.2086e+00  1.1921e+02  1.2425e+00  2.3231e-01 -1.6868e+02  1.3645e+03  1.0058e+00  1.0083e-04  6.7544e+05  6.7554e+05
drossimu   F	  95621	     16	   77.2	  44051	-2.7556	  4.9790e-01 -1.5450e+01  7.4271e+01  1.3259e+01  7.1897e+00  2.0568e+02  8.7745e-01  4.1946e-01 -1.3049e+03  4.0002e+03  1.7277e+00  9.5643e-05  1.2093e+06  1.2094e+06
drossubo   F	  51556	     28	   71.5	  51232	-2.7097	  5.5916e-01 -5.0919e+00  6.5035e+01  1.0886e+01  6.9300e+00  1.5229e+02  9.4931e-01  2.3487e-01 -3.6929e+02  1.8762e+03  1.1814e+00  1.0856e-04  6.4300e+05  6.4310e+05
drossubp   F	  58223	     16	  126.3	 117547	-2.9928	  4.1616e-01 -1.2874e+01  7.1319e+01  1.3515e+01 -4.2199e+01  1.2804e+02  3.9965e+00  8.3513e-02 -4.2710e+01  6.0479e+02  8.7301e-01  9.5395e-05  8.0154e+05  8.0164e+05
drossulf   F	  56857	     28	   82.2	  90661	-2.8866	  4.8272e-01 -1.3699e+01  7.3466e+01  1.2691e+01 -1.6617e+01  1.1833e+02  1.9784e+00  1.5100e-01 -7.2490e+01  1.0341e+03  9.5815e-01  7.6381e-05  7.5500e+05  7.5510e+05
drossuzu   F	  59920	     16	  126.9	  89749	-3.0031	  4.2080e-01 -1.0745e+02  1.6600e+02  2.9919e+01 -9.9515e+00  2.5083e+02  9.4457e-01  4.1515e-01 -2.7571e+02  2.1614e+03  1.0370e+00  8.4561e-05  8.2761e+05  8.2771e+05
drostaka   F	  55991	     30	  135.9	  66675	-2.9192	  4.4416e-01 -1.1263e+02  1.7174e+02  3.0000e+01  2.5872e+01  1.5861e+02  8.6411e-01  3.7281e-01 -4.0484e+02  2.2307e+03  1.2065e+00  1.5751e-04  7.6245e+05  7.6254e+05
drosteis   F	  54827	     28	   82.6	  48473	-2.8112	  4.7789e-01 -1.1383e+02  1.7268e+02  3.0000e+01  2.1102e+01  1.5224e+02  9.1604e-01  3.5425e-01 -4.3781e+02  2.1028e+03  1.2555e+00  9.6604e-05  7.0841e+05  7.0851e+05
drostrop   F	  54131	     30	   78.3	  74206	-2.8288	  5.2322e-01 -4.4364e+01  1.0588e+02  1.6156e+01  1.1316e+01  1.5548e+02  1.0134e+00  2.5757e-01 -3.0447e+02  2.0887e+03  1.0840e+00  8.5934e-05  7.0475e+05  7.0485e+05
drosviri   F	  58227	     30	   86.7	 131867	-2.9161	  4.0934e-01 -2.1945e+01  8.2048e+01  1.4565e+01  4.1378e+01  3.2758e+01  1.0157e+00  1.9614e-01 -5.2779e+01  8.1631e+02  8.5946e-01  5.8807e-05  7.8174e+05  7.8184e+05
droswill   F	  57903	     18	   76.9	  83397	-2.7982	  5.3180e-01 -6.2869e+01  1.2443e+02  1.8986e+01  9.2468e-01  1.2603e+02  1.4604e+00  1.9308e-01 -2.2517e+02  1.5634e+03  1.0056e+00  7.8438e-05  7.4576e+05  7.4586e+05
drosyaku   F	  58829	     19	   91.1	  72188	-2.8764	  4.5264e-01 -1.1272e+02  1.7165e+02  3.0000e+01  2.5862e+01  1.5861e+02  8.2409e-01  3.9589e-01 -4.0484e+02  2.2307e+03  1.1814e+00  7.8021e-05  7.7521e+05  7.7531e+05
dryopube   F	 122107	     17	 1078.9	  70228	-3.7674	  9.1510e-02  5.6338e+01  4.2201e+01  1.5056e+00 -1.6890e+02  1.0423e+03  1.2343e+00  2.4301e-05  2.1190e+06  2.1191e+06
dufonova   F	  61372	     29	  140.8	 102471	-3.0172	  4.3100e-01 -2.4460e+02  3.1987e+02  2.9707e+01  7.9925e+00  3.2978e+02  8.2421e-01  8.8113e-05  8.5204e+05  8.5210e+05
dugejapo   F	  11347	     16	   50.2	   7497	-2.2008	  6.1915e-01 -8.0466e+01  1.2536e+02  3.0000e+01 -5.7043e+00  8.2131e+01  1.1458e+00  2.7932e-01 -5.3891e+01  6.7524e+02  1.3971e+00  2.5154e-04  1.1478e+05  1.1486e+05
dunasali   F	 107016	     16	  932.1	  10345	-3.5753	  4.4770e-01 -9.4116e+01  3.6088e+02  1.6927e+00 -2.1055e+03  3.4200e+03  3.9151e+00  4.9321e-05  1.7626e+06  1.7627e+06
dunatert   F	  91872	     16	  583.0	   5590	-3.2876	  9.4644e-02 -7.0232e+01  2.0520e+02  4.1959e+00 -4.2696e+02  9.3241e+02  2.7868e+00  5.3560e-05  1.3910e+06  1.3911e+06
duncdact   F	 246185	     30	  362.2	  46941	-3.3256	  3.4871e-01  7.6741e+00  6.8210e+01  5.7618e+00 -9.0002e+01  2.6025e+02  2.8882e+00  1.6470e-01 -2.5033e+02  1.5082e+03  1.3281e+00  3.1880e-05  3.7704e+06  3.7705e+06
durizibe   F	 201115	     28	  204.9	   6269	-2.9334	  3.8714e-01  3.0930e+01  6.2470e+01  3.5124e+00 -3.7902e+01  2.9268e+02  1.4763e+00  4.5812e-01 -6.7494e+02  1.2915e+03  4.3665e+00  3.3927e-05  2.7167e+06  2.7168e+06
duroroge   F	  19587	     21	   73.4	    829	-2.1337	  8.1819e-01  4.1356e+01  2.2875e+01  1.4477e+00 -7.9475e+01  1.5708e+02  4.0773e+00  3.3466e-04  1.9251e+05  1.9257e+05
durutren   F	  33574	     19	  289.4	  25027	-3.1270	  5.2206e-02 -1.6930e+02  2.2673e+02  3.0000e+01 -1.7712e+00  8.3952e+01  3.8248e+00  1.0413e-01 -8.8396e+00  2.7431e+02  1.3246e+00  9.8068e-05  4.8390e+05  4.8399e+05
dysiavar   F	 228929	     26	  140.5	  57053	-2.9923	  4.0633e-01 -9.1600e+01  1.4184e+02  3.0000e+01  1.0350e+01  2.4357e+02  8.2853e-01  4.5164e-01 -3.1477e+03  5.3596e+03  2.9551e+00  4.2484e-05  3.1535e+06  3.1536e+06
echenauc   F	 236099	     30	  295.4	  36177	-3.2238	  8.1043e-02  4.6832e+01  4.0881e+01  4.3840e+00  5.5884e+01  5.7121e+01  1.1352e+00  3.9651e-01 -6.5198e+01  5.8334e+02  1.1378e+00  1.9544e-05  3.5042e+06  3.5044e+06
echicana   F	  54885	     23	  268.0	  18193	-3.1212	  1.3976e-01  8.0494e+00  2.6815e+01  5.4022e+00 -1.2362e+02  1.9665e+02  2.8779e+01  1.6207e-01 -1.0154e+02  4.4693e+02  1.3296e+00  8.5878e-05  7.8957e+05  7.8967e+05
echicapr   F	  45407	     23	 1525.1	  27924	-3.7674	  9.7165e-02 -9.1681e+01  1.3151e+02  1.9945e+01 -3.3123e+00  1.9334e+02  9.2572e-01  2.7082e-01 -2.4952e+03  4.6219e+03  2.9793e+00  6.9318e-05  7.8505e+05  7.8514e+05
echigran   F	  63183	     16	  318.6	  11862	-3.1701	  1.4015e-01  1.2668e+01  2.2620e+01  3.9217e+00  5.9054e+01  1.7278e+01  1.3880e+00  1.9862e-01 -2.7049e+02  7.3572e+02  1.7431e+00  1.1669e-04  9.2281e+05  9.2291e+05
echimult   F	 110671	     16	  257.9	  80645	-3.2139	  1.9015e-01 -5.3904e+00  4.0820e+01  7.8633e+00 -1.5593e+02  2.2967e+02  3.0000e+01  1.3564e-01 -1.5191e+01  3.7789e+02  9.1367e-01  3.4946e-05  1.6368e+06  1.6369e+06
echiparm   F	  70266	     16	  858.1	  41941	-3.6027	  2.9768e-02  1.2071e+01  2.4951e+01  7.8355e-01  3.9804e+01  6.4827e+02  1.2674e+00  4.3550e-05  1.1676e+06  1.1676e+06
echitelf   F	 171836	     30	 1465.9	 196612	-3.9652	  8.5626e-02  4.9463e+01  4.1001e+01  2.6122e+00  1.0956e+00  3.2133e+02  1.1022e+00  2.7510e-01 -2.8143e+02  2.1378e+03  1.0823e+00  1.5480e-05  3.1370e+06  3.1371e+06
edhaaedi   F	     17	     25	   83.0	    786	-2.2853	  1.0000e+00 -1.1036e+01  6.3104e+01  2.0881e+00  5.1710e-02  1.8443e+02  1.8693e+02
edwaeleg   F	  43325	     16	  570.4	  11771	-3.3758	  4.5411e-02 -4.6356e+02  5.6093e+02  3.0000e+01 -2.0825e+02  6.6834e+02  1.8188e+00  7.9483e-05  6.7422e+05  6.7428e+05
egregarz   F	 142443	     30	 1067.7	  88358	-3.7851	  8.2364e-02  5.8957e+01  4.2489e+01  1.4070e+00 -1.2432e+02  9.6978e+02  1.1543e+00  2.0908e-05  2.4823e+06  2.4823e+06
egremenz   F	     22	     24	  240.0	 415105	-3.0888	  1.0000e+00  1.7689e+01  5.7309e+01  5.9585e-01  4.5719e-02  3.1279e+02  3.1606e+02
eimeacer   F	  27914	     19	  260.9	   1835	-2.8438	  1.0000e+00 -1.7165e+02  3.8939e+02  3.2297e+00  2.1953e-04  3.6557e+05  3.6559e+05
eimebrun   F	  24364	     28	  245.5	   3237	-2.9037	  1.4165e-01  6.0760e+01  8.0144e+01  1.5451e+00 -8.1981e+01  2.9985e+02  2.1813e+00  2.1398e-04  3.2580e+05  3.2585e+05
eimefalc   F	  40930	     35	  184.4	   1519	-2.6465	  3.8564e-02  3.1562e+01  2.4878e+01  5.3672e+00  1.4732e+01  1.4449e+02  2.1721e+00  7.8154e-01 -1.6184e+02  3.3174e+02  4.2075e+00  1.4982e-04  4.9882e+05  4.9892e+05
eimemaxi   F	  25064	     41	  219.2	   1321	-2.7104	  2.9571e-01  2.9372e+01  1.2261e+02  2.2944e+00 -2.1114e+02  4.1298e+02  4.0065e+00  2.7068e-04  3.1281e+05  3.1287e+05
eimemiti   F	  22993	     27	  236.8	   2783	-2.8689	  1.3773e-02 -3.2773e+01  8.5718e+01  1.4173e+01 -1.0709e+02  2.1633e+02  1.3266e+01  6.0466e-02 -6.5030e+01  2.7051e+02  2.2167e+00  2.0651e-04  3.0389e+05  3.0398e+05
eimeneca   F	  27028	     18	  229.2	   2306	-2.8005	  3.8359e-01  3.9719e+01  1.3130e+02  1.6046e+00 -1.8840e+02  3.8858e+02  3.4280e+00  2.5157e-04  3.4851e+05  3.4857e+05
eimeprae   F	  18800	     31	  233.5	   2661	-2.8552	  8.8869e-03 -9.6274e+00  6.3530e+01  1.5004e+01 -1.0419e+02  2.2367e+02  9.6467e+00  1.1460e-01 -7.6294e+01  2.8870e+02  2.2956e+00  2.0503e-04  2.4735e+05  2.4743e+05
eimetene   F	  27993	     18	  221.9	   1602	-2.7648	  5.3800e-01 -3.2506e+01  2.0346e+02  2.8096e+00 -2.5709e+02  4.7149e+02  3.5652e+00  2.6376e-04  3.5648e+05  3.5654e+05
eisefeti   F	    208	     18	  274.0	  37103	-3.1929	  3.8119e-01  1.5634e+01  1.9433e+01  7.3909e-01 -2.3160e+02  3.3210e+02  1.1885e+01  8.9079e-02  1.3143e+01  4.2560e+02  1.1184e+00  4.4559e-03  3.0911e+03  3.1278e+03
elaeelap   F	  75964	     23	  235.4	   1714	-2.8112	  2.3677e-02  2.5627e+00  5.8548e+01  1.3504e+00 -1.8874e+02  2.8593e+02  1.0601e+01  2.1902e-01 -1.0078e+02  3.3928e+02  3.0224e+00  9.6462e-05  9.8382e+05  9.8392e+05
elaeguin   F	 152092	     16	  379.8	  43392	-3.3612	  4.6021e-01  5.2336e+01  4.5809e+01  1.6336e+00 -3.4475e+02  1.3413e+03  1.3426e+00  3.6145e-05  2.3560e+06  2.3561e+06
elecelec   F	 248925	     29	  357.3	  34801	-3.3272	  2.3555e-01  5.3663e+01  5.0885e+01  1.7879e+00 -3.0568e+01  2.8299e+02  1.8310e+00  4.4639e-01 -2.2665e+02  1.3059e+03  1.2644e+00  1.7534e-05  3.8139e+06  3.8140e+06
elegmacl   F	 242456	     28	  404.8	  41178	-3.3298	  5.0386e-02  5.1663e+01  3.4136e+01  5.0805e+00  5.3584e+01  5.2526e+01  1.4547e+00  3.2284e-01 -6.3179e+01  6.3693e+02  1.1584e+00  2.3247e-05  3.7185e+06  3.7186e+06
elepedwa   F	 165761	     29	 1577.4	 365311	-4.0265	  2.2325e-01  6.4707e+01  6.2981e+01  7.2998e-01 -2.0367e+02  1.6835e+03  9.5270e-01  2.0171e-05  3.0700e+06  3.0701e+06
elepmaxi   F	 222126	     30	 1627.2	 352729	-4.0686	  9.5511e-02  6.0952e+01  3.7282e+01  1.3154e+00 -3.5947e+01  6.8009e+02  9.4248e-01  4.7503e-01 -3.3033e+02  2.9996e+03  9.9679e-01  1.2818e-05  4.1610e+06  4.1611e+06
eleucoqu   F	 213000	     29	 2012.3	 208272	-4.0476	  1.8114e-01  6.5255e+01  3.3716e+01  8.4437e-01 -3.8494e+02  2.2285e+03  1.1276e+00  2.9888e-05  3.9701e+06  3.9701e+06
