acipguel   F	  25063	     16	  359.2	   5258	-3.1338	  9.9736e-02  1.3537e+01  1.4591e+01  9.2057e-01 -2.1292e+02  5.0669e+02  2.2206e+00  1.7864e-04  3.6179e+05  3.6185e+05
acipoxyr   F	  12866	     16	  304.5	   3040	-3.0188	  9.4693e-02  1.0379e+01  2.1708e+01  1.1074e+00 -4.2078e+01  1.4261e+02  5.7608e+00  1.8213e-01 -1.7504e+02  5.0421e+02  2.7283e+00  2.3675e-04  1.7870e+05  1.7879e+05
acipruth   F	 367168	     24	  700.8	  97116	-3.6458	  4.3875e-02  4.6142e+01  5.1116e+01  3.3169e+00 -2.1188e+01  5.5538e+02  1.0168e+00  1.4636e-05  6.1644e+06  6.1645e+06
acipsine   F	 115270	     16	  639.0	 115228	-3.6357	  4.9626e-02 -7.5788e+02  1.1565e+03  1.1098e+01 -5.2654e+01  5.0388e+02  9.6539e-01  4.0469e-05  1.9286e+06  1.9287e+06
acomruss   F	 186725	     16	 1412.8	 143979	-3.9142	  8.5379e-02  5.0284e+01  3.9610e+01  2.4710e+00 -1.0754e+02  3.3339e+02  2.4454e+00  1.5156e-01 -1.7871e+02  1.6490e+03  1.1239e+00  1.5861e-05  3.3657e+06  3.3658e+06
acrealca   F	  26181	     23	   69.5	   1218	-2.1847	  4.8245e-01  1.7093e+01  2.7111e+01  1.2043e+00  1.2003e+01  5.6810e+01  3.8425e+00  3.4171e-04  2.6351e+05  2.6357e+05
acrechry   F	  14386	     23	   69.1	    872	-2.0387	  8.0663e-01  2.3981e+01  3.8253e+01  3.3542e+00 -1.0548e+01  9.1337e+01  1.6082e+00  4.8124e-04  1.3509e+05  1.3514e+05
acrestri   F	  27260	     23	   60.1	    864	-1.8496	  8.6817e-01  3.2842e+01  2.2824e+01  3.2461e+00 -1.9736e+01  1.3269e+02  1.7163e+00  3.7376e-04  2.3213e+05  2.3219e+05
acrocerv   F	 140282	     16	  612.2	  62412	-3.5001	  4.6185e-02 -7.9731e+01  1.7386e+02  1.0381e+01 -1.3583e+02  5.9641e+02  1.3265e+00  4.0400e-05  2.2663e+06  2.2664e+06
acrodigi   F	 134667	     20	  587.7	  19899	-3.4320	  7.9045e-02 -8.9887e+01  1.8686e+02  8.8045e+00 -1.2296e+02  6.0395e+02  1.4890e+00  3.3187e-05  2.1298e+06  2.1298e+06
acroechi   F	 153107	     30	  282.9	 155754	-3.2991	  2.6141e-01 -5.7902e+00  8.4716e+01  6.3710e+00  1.6879e+01  3.1264e+02  8.0374e-01  4.8712e-05  2.3254e+06  2.3255e+06
acrogemm   F	  43881	     16	  589.8	 156896	-3.4427	  6.0618e-02 -9.5981e+01  1.9073e+02  1.0646e+01 -1.1746e+02  5.8071e+02  1.4348e+00  7.6488e-05  6.9742e+05  6.9748e+05
acrohyac   F	  35931	     16	  585.6	 223177	-3.4512	  6.6503e-02 -1.0554e+02  1.9942e+02  1.0817e+01 -5.8034e+01  5.2502e+02  1.3224e+00  9.2346e-05  5.7344e+05  5.7350e+05
acromill   F	 191606	     16	  615.0	 117700	-3.5427	  6.8115e-01 -2.5722e+01  3.5765e+02  8.4717e-01 -3.1477e+02  8.9974e+02  3.2011e+00  4.2443e-05  3.1273e+06  3.1274e+06
acromuri   F	 199487	     28	  620.5	  18100	-3.4338	  1.0836e-01  2.2754e+01  8.0336e+01  2.7518e+00 -1.0930e+02  6.4219e+02  1.5489e+00  2.6018e-05  3.1560e+06  3.1560e+06
acrotenu   F	 100370	     16	  594.7	  61628	-3.4034	  8.9295e-02  6.1689e+00  9.2402e+01  3.9112e+00 -1.3759e+02  6.3196e+02  1.6227e+00  4.3439e-05  1.5751e+06  1.5752e+06
actichin   F	  88570	     16	  462.4	  39871	-3.3354	  2.8858e-01 -2.4292e+00  9.4183e+01  5.8713e+00  9.8846e+01  1.4949e+02  6.9154e-01  1.9691e-01 -4.0373e+02  1.1476e+03  1.7839e+00  3.7158e-05  1.3621e+06  1.3622e+06
actideli   F	  62356	     16	  417.4	  18709	-3.2673	  3.9429e-01  5.3667e+01  4.2843e+01  1.7559e+00  1.4187e+01  4.7757e+01  5.1648e-01  1.7908e-02 -2.3606e+02  9.2491e+02  1.6361e+00  5.9801e-05  9.3779e+05  9.3789e+05
actieria   F	 212206	     30	  427.0	  14679	-3.2723	  2.9890e-01  2.0000e+01  7.2570e+01  4.1641e+00 -3.5246e+01  2.4600e+02  1.7151e+00  2.1860e-01 -3.7286e+02  1.2568e+03  1.8545e+00  2.7874e-05  3.1971e+06  3.1972e+06
actitene   F	 128579	     16	  466.1	  10817	-3.2771	  1.1553e-01  4.5734e+01  4.2451e+01  2.2176e+00 -1.1880e+02  5.1967e+02  1.6979e+00  5.1021e-05  1.9427e+06  1.9428e+06
acyrpisu   F	 142207	     16	  189.4	  39615	-3.1501	  4.7863e-01  3.8496e+01  3.2022e+01  2.0996e+00 -7.5422e+01  5.6351e+02  1.1417e+00  4.0960e-01 -4.6326e+02  2.6685e+03  1.5146e+00  4.2107e-05  2.0610e+06  2.0611e+06
acytsubg   F	  22585	     29	   76.3	    629	-1.9037	  8.5706e-01 -1.1490e+02  1.8526e+02  1.8888e+01 -1.1136e+01  1.1801e+02  1.9721e+00  3.7353e-04  1.9793e+05  1.9799e+05
adelcool   F	 107734	     30	  181.3	  59005	-3.0659	  4.3703e-01  2.8714e+01  4.2041e+01  3.4637e+00 -1.1822e+01  4.2737e+02  9.5767e-01  4.1818e-05  1.5208e+06  1.5209e+06
adelsutu   F	  79057	     28	 2287.3	 213681	-4.1061	  1.7039e-01  6.1545e+01  6.2125e+01  1.0653e+00 -4.8865e+02  2.5264e+03  1.1519e+00  2.6603e-05  1.4979e+06  1.4979e+06
adeltsug   F	  44023	     29	  110.6	  31516	-2.8798	  5.3987e-01  3.2428e+01  3.7058e+01  3.2501e+00 -3.6714e+01  4.9550e+02  1.0873e+00  7.8900e-05  5.8350e+05  5.8356e+05
adinvaga   F	 199982	     23	   57.9	   1550	-1.7988	  8.4664e-01  1.9662e+00  5.2470e+01  8.9939e+00 -7.5810e+00  1.0055e+02  1.2478e+00  1.5330e-01  1.8753e+02  2.3613e+03  5.1765e+00  3.9103e-04  1.6417e+06  1.6418e+06
adoxhonm   F      56827      16   686.1  108262 -3.7313   9.8625e-02  5.1724e+01  3.3526e+01  2.1340e+00 -8.3834e+01  8.0403e+02  1.0588e+00  6.6077e-05  9.5816e+05  9.5822e+05
adunpalu   F	   2222	     18	  168.5	   3330	-2.6846	  1.6596e-01 -1.6060e+02  2.3533e+02  2.5801e+01 -1.0543e+02  2.0310e+02  1.8368e+01  1.2965e-01 -2.3622e+02  4.2079e+02  3.6082e+00  9.9960e-04  2.7495e+04  2.7558e+04
aedeaegy   F	 126349	     16	  290.4	 130430	-3.4877	  3.7098e-01 -6.1860e+00  6.7061e+01  1.2589e+01 -6.3336e+00  2.0796e+02  9.3390e-01  2.6086e-01 -7.8520e+03  1.6768e+04  2.0993e+00  3.6176e-05  2.0479e+06  2.0480e+06
aedealbo   F	 121562	     30	  159.8	 129652	-3.3491	  4.2035e-01 -5.9072e+00  6.7581e+01  1.1211e+01 -6.3550e+00  2.0787e+02  1.1340e+00  2.4817e-01 -7.8520e+03  1.6768e+04  2.0060e+00  3.6877e-05  1.8929e+06  1.8930e+06
aedejapo   F	  34871	     17	   76.3	  75652	-3.0094	  4.5805e-01  1.4009e+01  4.6699e+01  9.0819e+00 -4.4434e+00  1.1779e+02  9.0163e-01  3.2841e-01 -6.4558e+03  1.6452e+04  2.4628e+00  1.0743e-04  4.8344e+05  4.8354e+05
aedekore   F	  33362	     17	   79.4	 100439	-3.0579	  4.3788e-01 -9.8632e+01  1.5933e+02  3.0000e+01 -8.7077e+00  1.1984e+02  9.9674e-01  3.3536e-01 -7.6242e+03  1.7167e+04  2.1142e+00  8.3160e-05  4.7436e+05  4.7446e+05
aegitaus   F	 201287	     16	  166.4	  27741	-2.9916	  3.8730e-01 -3.3350e+02  4.2256e+02  2.9172e+01 -2.7296e+01  2.9332e+02  1.0265e+00  5.3653e-01 -1.3033e+03  1.9359e+03  8.5106e+00  5.0494e-05  2.7763e+06  2.7764e+06
aegymona   F	  66980	     16	  942.8	  63150	-3.7146	  9.4369e-02  6.5218e+01  4.0908e+01  9.9917e-01 -1.6054e+02  9.1537e+02  1.2295e+00  5.7469e-05  1.1460e+06  1.1460e+06
aesceven   F	  65103	     16	  209.5	  71000	-2.9982	  4.9985e-01  5.4814e+01  4.5769e+01  1.7151e+00 -7.2631e+02  1.1012e+03  4.9450e+00  3.5956e-01 -2.4204e+01  5.5257e+02  6.8339e-01  6.0060e-05  8.9894e+05  8.9904e+05
aetharab   F	   4000	     17	  101.8	   1841	-2.4274	  6.1154e-01 -1.8700e+01  1.0231e+02  8.6695e+00 -9.0019e+01  3.0271e+02  2.3458e+00  3.8846e-01  6.7068e+02  2.0448e+03  4.3872e-05  6.5400e-04  4.4698e+04  4.4767e+04
aethtumi   F	  68803	     17	   62.0	 105910	-2.6587	  5.5497e-01 -7.7971e+01  1.3151e+02  3.0000e+01 -1.3956e+03  1.5027e+03  2.8782e+01  1.3668e-01 -6.3808e+01  9.6730e+02  8.7590e-01  1.6950e-04  8.3561e+05  8.3571e+05
agarbis1   F	  51117	     16	   54.9	    486	-1.5606	  8.9168e-01 -4.3352e+01  9.5635e+01  2.1802e+01 -1.0699e+01  8.3120e+01  1.7072e+00  3.6139e-04  3.6727e+05  3.6733e+05
agarbisp   F	  51227	     16	   54.9	    417	-1.5635	  8.8341e-01 -5.3462e+01  1.0574e+02  2.4059e+01 -1.2701e+01  7.9741e+01  1.8565e+00  3.9836e-04  3.6875e+05  3.6881e+05
agarchil   F	   1351	     16	   93.2	  12825	-2.1936	  1.4930e-01  1.3286e+01  3.2324e+01  6.9134e-01 -2.8704e+02  3.7324e+02  1.9524e+01  1.9332e-03  1.3669e+04  1.3706e+04
agarhyph   F	      1	     49	   24.5	      0	 0.5636	  1.0000e+00  4.8899e+01  1.0175e-01  8.4523e+00  2.9747e+01 -8.5156e-01 -6.8516e+00
agarsubr   F	  16475	     16	   54.7	    293	-1.4481	  9.5894e-01  2.2246e+00  5.0115e+01  1.1450e+01 -1.1612e+01  1.0590e+02  1.9349e+00  9.9504e-04  1.0984e+05  1.0990e+05
agarverm   F	   1217	     16	   97.4	 125600	-2.6232	  7.6388e-01  3.5748e+00  8.0879e+01  4.0632e+00  1.1399e+01  1.8406e+02  4.3886e-01  1.8442e-03  1.4641e+04  1.4677e+04
agavamer   F	  11341	     16	  209.1	  99693	-3.2271	  4.4727e-01  4.5404e+01  4.4818e+01  2.6187e+00 -1.0492e+02  7.0179e+02  9.4828e-01  1.8173e-04  1.6852e+05  1.6857e+05
agavfour   F	   3043	     16	  164.4	  93723	-3.1599	  3.0419e-01 -2.7243e+02  3.5915e+02  2.9782e+01  5.1692e+01  6.3495e+01  1.1312e+00  3.0553e-01 -1.4538e+02  1.1231e+03  9.8675e-01  4.4703e-04  4.4142e+04  4.4208e+04
agavtequ   F	  80513	     16	  287.3	  39153	-3.3611	  4.5020e-01  4.6721e+01  4.4557e+01  2.3601e+00 -2.1766e+02  8.9473e+02  1.2756e+00  4.2724e-01 -2.0033e+04  2.7355e+04  5.6194e+00  4.8435e-05  1.2478e+06  1.2479e+06
agelphoe   F	 173287	     30	  907.2	  82414	-3.7138	  1.0763e-01  5.3628e+01  3.7990e+01  1.7850e+00 -9.4252e+01  8.4570e+02  1.1312e+00  2.1615e-05  2.9639e+06  2.9639e+06
ageltric   F	 197950	     18	  940.3	 133100	-3.7714	  1.2126e-01  5.9988e+01  3.5696e+01  1.2668e+00  1.3564e+01  8.6078e+01  8.3101e-01  2.7874e-02 -2.4617e+01  8.4830e+02  1.0181e+00  1.9129e-05  3.4374e+06  3.4375e+06
ageraden   F	 213116	     16	  209.6	  60311	-3.0290	  3.6243e-01 -3.1798e+02  4.0439e+02  3.0000e+01 -2.7035e+01  3.1235e+02  1.0602e+00  5.0746e-01 -7.5727e+02  1.3652e+03  5.3833e+00  5.0139e-05  2.9768e+06  2.9769e+06
agkipisc   F	   2213	     56	  567.7	  11266	-3.3453	  2.4021e-01  6.0956e+01  4.7341e+01  1.1103e+00 -2.2906e+02  7.9235e+02  1.9211e+00  5.0767e-04  3.4089e+04  3.4129e+04
agriplan   F	  75696	     17	  164.5	 200235	-3.1504	  3.2994e-01 -1.0882e+02  1.6633e+02  2.9951e+01  2.9129e+01  1.4236e+02  7.8823e-01  4.7217e-01 -2.9592e+02  2.2630e+03  9.0143e-01  4.9404e-05  1.0971e+06  1.0972e+06
agroipsi   F	     79	     67	  820.0	 109909	-3.6641	  1.4563e-01  5.6035e+01  2.0631e+01  2.1072e+00  1.9626e+01  7.3587e+02  1.0263e+00  1.2690e-02  1.3471e+03  1.3637e+03
agropedi   F	  86434	     23	   58.3	    517	-1.6615	  8.7829e-01 -4.5312e+01  1.0041e+02  1.8273e+01 -7.4526e+00  8.4421e+01  1.7360e+00  2.5703e-04  6.6111e+05  6.6118e+05
agrosege   F	  39891	     16	  698.3	  97020	-3.6472	  7.7398e-02  4.1105e+01  4.0241e+01  4.6488e+00 -7.2967e+01  6.2979e+02  1.0351e+00  6.3129e-05  6.7093e+05  6.7099e+05
ahaepras   F	 204521	     30	 1668.2	 154249	-3.9942	  9.9662e-02  6.7822e+01  5.3517e+01  8.3935e-01 -1.9746e+02  1.5384e+03  1.1316e+00  1.4728e-05  3.7619e+06  3.7620e+06
ailumela   F	 223849	     30	 1476.2	 223763	-3.9934	  9.2333e-02  5.8844e+01  3.7042e+01  1.5534e+00 -2.6786e+01  5.3384e+02  1.0624e+00  3.9987e-01 -2.7107e+02  2.4966e+03  1.0577e+00  1.3083e-05  4.1146e+06  4.1147e+06
akanmusc   F	  23544	     38	   62.3	    746	-1.9552	  8.6888e-01  2.8875e+01  2.7433e+01  3.0904e+00 -6.4128e+01  2.1510e+02  2.4553e+00  2.9006e-04  2.1199e+05  2.1205e+05
alatalat   F	   1771	     16	 1398.0	  19834	-3.7364	  1.1558e-01  1.4752e+01  1.6811e+01  6.4409e-01 -6.1010e+02  1.1321e+03  2.9048e+00  3.4776e-01 -1.3669e+03  3.3070e+03  2.6749e+00  5.5011e-04  3.0487e+04  3.0548e+04
albijuli   F	 110829	     16	  238.9	  18770	-3.0192	  4.4973e-01  5.0078e+01  4.6435e+01  2.0056e+00 -4.8709e+02  9.2560e+02  3.3740e+00  3.9911e-01 -4.6406e+01  4.3913e+02  9.0364e-01  5.1847e-05  1.5410e+06  1.5411e+06
albucand   F	  20093	     23	   56.4	   1179	-1.8180	  7.7290e-01 -9.4679e+01  1.4727e+02  3.0000e+01 -1.1427e+01  8.8562e+01  1.4643e+00  7.0615e-04  1.6807e+05  1.6812e+05
albulaib   F	  20349	     23	   56.1	   4884	-1.8167	  8.7515e-01 -1.1739e+02  1.6978e+02  3.0000e+01 -2.7046e+01  2.4993e+02  1.0736e+00  6.4660e-04  1.6950e+05  1.6956e+05
aldraffi   F	  90785	     16	  667.6	  40423	-3.5490	  1.1996e-01  6.8832e+01  4.9353e+01  1.1165e+00 -8.6659e+01  6.5776e+02  1.2574e+00  3.4375e-05  1.4838e+06  1.4838e+06
aleitest   F	  26531	     17	  112.0	  18235	-2.7881	  4.5677e-01 -5.4343e+01  1.2405e+02  1.1998e+01 -1.4419e+01  2.5775e+02  1.0994e+00  1.7433e-04  3.4116e+05  3.4121e+05
aleocurt   F	  27968	     18	   61.5	  31674	-2.2820	  6.6525e-01 -9.3669e+01  1.4912e+02  3.0000e+01  4.6747e+00  1.3815e+02  1.1879e+00  2.6231e-01  1.5932e+02  2.0204e+03  9.9259e-01  1.8579e-04  2.9299e+05  2.9308e+05
alexfort   F	 213099	     19	 1414.5	 174067	-3.9354	  8.3713e-02  5.2385e+01  3.7156e+01  2.2861e+00 -1.0235e+02  3.3858e+02  2.1987e+00  1.6113e-01 -1.6502e+02  1.6635e+03  1.0780e+00  1.4042e-05  3.8612e+06  3.8613e+06
aliqkhao   F	  35897	     23	   60.0	    868	-2.0533	  5.8531e-01  3.1410e+01  2.2259e+01  3.5729e+00 -1.2226e+01  7.9870e+01  1.8389e+00  3.0638e-04  3.3903e+05  3.3909e+05
alitvire   F	  90906	     16	  441.8	  62138	-3.4319	  1.4170e-01  3.2678e+01  6.5513e+01  4.5737e+00 -3.4484e+01  4.3556e+02  1.0366e+00  4.7719e-05  1.4403e+06  1.4403e+06
allicepa   F	 140841	     16	  547.6	 928849	-3.6803	  2.0395e-01 -5.5745e+01  1.3974e+02  1.2109e+01  5.3002e+01  7.2316e+01  8.0061e-01  1.3426e-01 -5.8296e+01  8.6252e+02  7.0119e-01  2.1937e-05  2.3789e+06  2.3791e+06
allifist   F	  38149	     16	  338.7	  72982	-3.2823	  3.3086e-01 -6.4004e+01  1.4788e+02  1.2200e+01 -8.8001e+01  5.9233e+02  1.0187e+00  5.4519e-01 -7.3312e+01  5.3129e+02  9.8296e-01  7.3691e-05  5.7655e+05  5.7664e+05
allimiss   F	 402445	     28	 1472.5	 248306	-3.9789	  1.0730e-01  6.5685e+01  5.4947e+01  8.2590e-01 -1.2342e+02  1.2366e+03  9.8115e-01  1.3197e-05  7.3863e+06  7.3864e+06
allisati   F	  10438	     16	  345.0	  78021	-3.3203	  3.2770e-01  1.0857e+01  7.3801e+01  5.5836e+00 -2.8062e+01  2.3628e+02  9.9743e-01  1.9012e-01 -8.9611e+01  8.1853e+02  1.0285e+00  1.7967e-04  1.5952e+05  1.5960e+05
allisine   F	 205773	     30	 1532.7	 274208	-4.0080	  1.0028e-01  6.6168e+01  5.5480e+01  8.4206e-01 -1.1442e+02  1.2845e+03  9.7047e-01  1.4133e-05  3.7934e+06  3.7935e+06
alloangu   F	  55840	     16	  157.0	  42452	-2.9698	  4.2038e-01 -3.4549e+02  4.3490e+02  2.9904e+01  4.8813e-01  2.8206e+02  9.1947e-01  5.0504e-01 -5.8532e+02  1.1124e+03  6.9133e+00  1.3008e-04  7.6727e+05  7.6737e+05
allomacr   F	  45215	     23	   75.8	   1463	-2.0902	  7.0780e-01 -3.2326e+01  1.0519e+02  1.2375e+01 -1.8761e+01  1.1796e+02  1.6042e+00  2.9220e-01 -2.0954e+03  3.6937e+03  7.0782e+00  1.0065e-03  4.1145e+05  4.1155e+05
allosemi   F	  96379	     16	  215.6	 911985	-3.2798	  3.5041e-01  4.1586e+01  4.6810e+01  3.1406e+00 -8.6490e+01  2.9716e+02  1.5747e+00  3.6717e-01 -2.3450e+01  1.0180e+03  5.9215e-01  4.6014e-05  1.4599e+06  1.4600e+06
allosudh   F	 116982	     16	  134.4	   2850	-2.6543	  2.6214e-01 -3.6323e+02  4.2067e+02  3.0000e+01  3.3243e+01  1.0888e+02  1.5341e+00  1.9200e-04  1.4293e+06  1.4293e+06
alnuglut   F	 129300	     29	  293.1	  16718	-3.1663	  3.5544e-01  3.8609e+01  5.6744e+01  2.8481e+00 -1.2379e+02  2.8913e+02  3.2160e+00  1.6538e-01 -9.2413e+01  7.8347e+02  1.4864e+00  3.5635e-05  1.8854e+06  1.8855e+06
alosalos   F	 243724	     16	  518.6	  79195	-3.5173	  3.0143e-01  6.6978e+01  7.4855e+01  8.9309e-01 -4.2672e+01  5.9048e+02  1.0337e+00  2.1331e-05  3.9439e+06  3.9440e+06
alospseu   F	 119122	     16	  463.7	  51939	-3.4500	  2.9664e-01  7.0126e+01  7.8647e+01  8.4114e-01 -9.8603e+01  5.5678e+02  1.1534e+00  3.7915e-05  1.8926e+06  1.8927e+06
alossapi   F	 279729	     19	  514.8	  79180	-3.5151	  2.9392e-01  6.7895e+01  6.9048e+01  8.8311e-01 -4.9594e+01  5.8885e+02  1.0346e+00  2.0027e-05  4.5240e+06  4.5240e+06
